id	display	issn
AK00003257	Germanisch-romanische Monatsschrift : GRM	0016-8904
AK00003258	Mosaic : a journal for the interdisciplinary study of literature	0027-1284
AK00003258	Mosaic : a journal for the interdisciplinary study of literature	0027-1276
AK00003259	Das Münster : Zeitschr. für christl. Kunst u. Kunstwissenschaft	0027-299X
AK00003260	Muttersprache : Vierteljahresschrift für deutsche Sprache	0027-514X
AK00003267	Annales Universitatis Scientiarum Budapestinensis de Rolando Eötvös Nominatae. - Sectio philologica moderna	0324-6604
AK00003269	[Annales Universitatis Scientiarum Budapestinensis de Rolando Eötvös Nominatae / Sectio linguistica] Annales Universitatis Scientiarum Budapestinensis de Rolando Eötvös Nominatae	0572-7251
AK00003270	Pressespiegel der Sowjetzone : aus Zeitungen u. Zeitschr. hinter d. Eisernen Vorhang	0555-0807
AK00003276	Publikationenverzeichnis zu den von der Deutschen Forschungsgemeinschaft geförderten Forschungsvorhaben : im Jahre ... vorgelegte Veröffentlichungen	0070-4008
AK00003277	Radius : die Kulturzeitschrift zum Weiter-Denken	0033-8532
AK00003282	Jahrbuch Ästhetische Erziehung	0937-2520
AK00003283	Neue Rundschau	0028-3347
AK00003287	Schopenhauer-Jahrbuch	0080-6935
AK00003290	Kunst und Literatur : Zeitschr. für Fragen d. Ästhetik u. Kunsttheorie	0023-544X
AK00003295	Der Sprachdienst	0038-8459
AK00003297	Die neueren Sprachen : Zeitschrift für Forschung und Unterricht auf dem Fachgebiet der modernen Fremdsprachen	0028-3576
AK00003297	Die neueren Sprachen : Zeitschrift für Forschung und Unterricht auf dem Fachgebiet der modernen Fremdsprachen	0342-3816
AK00003298	Sprachkunst : Beiträge zur Literaturwissenschaft	0038-8483
AK00003303	Die Weltwoche	0043-2660
AK00003304	Wilhelm-Busch-Jahrbuch	0342-1473
AK00003312	Zeitschrift für deutsches Altertum und deutsche Literatur : ZfDA	0044-2518
AK00003319	Neues Forum : internationale Zeitschrift links von der Mitte	0028-3622
AK00003320	Iduna : Jahrbuch d. Hölderlin-Gesellschaft	0174-9463
AK00003325	Jahrbuch der Preußischen Akademie der Wissenschaften	0936-420X
AK00003327	Jahrbuch des Archivs der Deutschen Jugendbewegung	0587-5277
AK00003328	Jahrbuch zur Medienstatistik und Kommunikationspolitik	0175-7237
AK00003329	[Dokumente <Bonn>] Dokumente : Zeitschrift für den deutsch-französischen Dialog	0012-5172
AK00003330	[Courage <Berlin>] Courage : Berliner Frauenzeitung	0176-1102
AK00003334	Jahrbuch	0072-4858
AK00003347	Württemberger Land : Monatsschr. für Fremdenverkehr, Kultur u. Wirtschaft	0721-0582
AK00003351	Glyph : Johns Hopkins textual studies	0148-088X
AK00003353	Neue deutsche Rundschau : (Freie Bühne)	0932-2507
AK00003354	Freie Bühne für modernes Leben	0932-2523
AK00003360	Der Sprachfreund : Bl. zur Pflege d. dt. Sprache	0490-589X
AK00003363	Göttinger Universitäts-Zeitung	0170-138X
AK00003365	Diskussion Deutsch : Zeitschrift für Deutschlehrer aller Schulformen in Ausbildung und Praxis	0342-1589
AK00003370	Das achtzehnte Jahrhundert : Zeitschrift der Deutschen Gesellschaft für die Erforschung des Achtzehnten Jahrhunderts	0722-740X
AK00003372	Germanistische Linguistik	0721-460X
AK00003372	Germanistische Linguistik	0072-1492
AK00003374	New literary history : NLH ; a journal of theory and interpretation	0028-6087
AK00003375	Goethe-Jahrbuch	0323-4207
AK00003378	Bibliotheksforum Bayern : BFB	0340-000X
AK00003384	Europäische Ideen	0344-2888
AK00003386	Nouvelle école	0048-0967
AK00003392	Jahresbericht	0172-3782
AK00003392	Jahresbericht	0170-2262
AK00003393	Vorgänge : Zeitschrift für Bürgerrechte und Gesellschaftspolitik	0507-4150
AK00003394	Baltische Hefte	0005-4534
AK00003396	Katholische Bildung : Verbandsorgan des Vereins Katholischer Deutscher Lehrerinnnen e.V. (VkdL)	0343-4605
AK00003398	Plattdeutsche Bibliographie : laufendes Verz. d. Neuerscheinungen auf d. Gebiet d. plattdeutschen Sprache u. Literatur : [Bibliographie]	0930-021X
AK00003399	Politik und Kultur	0340-5869
AK00003400	Der Wunderblock : Zeitschr. für Psychoanalyse	0344-8274
AK00003401	Zeitschrift für germanistische Linguistik : ZGL ; deutsche Sprache in Gegenwart und Geschichte	0301-3294
AK00003406	Neue Politik : Beiträge zur politischen Neuordnung ; Kommentar- und Informationsbrief	0467-0655
AK00003407	Die Weltbühne : Wochenschrift für Politik, Kunst, Wirtschaft	0043-2598
AK00003410	Literatur und Erfahrung : Zeitschr. für literar. Sozialisation	0173-279X
AK00003411	Film und Fernsehen in Forschung und Lehre : Schriften, Lehrveranstaltungen, Forschungsvorhaben, Tagungen an Universitäten, Hochschulen und Filminstitutionen der Bundesrepublik Deutschland, Österreich und der Schweiz ; Ergebnisse einer Umfrage	0173-4970
AK00003412	Allemagnes d'aujourd'hui : revue française d'information sur les deux Allemagnes	0002-5712
AK00003413	Tumult : Schriften zur Verkehrswissenschaft	0172-858X
AK00003414	Freibeuter : Vierteljahreszeitschr. für Kultur und Politik	0171-9289
AK00003420	Litfass : Berliner Zeitschrift für Literatur	0344-8592
AK00003421	Trans-Atlantik	0720-0811
AK00003422	Rhetorik : ein internationales Jahrbuch : [Bibliographie enthalten]	0720-5775
AK00003424	Himmel & Erde : linksradikale Revue	0722-8252
AK00003425	Sondern : Jahrbuch für Texte und Bilder	0255-8130
AK00003426	Gulliver	0344-242X
AK00003427	Berliner Hefte : Zeitschrift für Kultur und Politik	0341-664X
AK00003428	Germanic notes	0016-8882
AK00003430	Semiosis : internationale Zeitschrift für Semiotik und Ästhetik ; Organ der Vereinigung für Wissenschaftliche Semiotik e.V. und der Forschungsgruppe für Semiotik und Wissenschaftstheorie der Universität Stuttgart	0170-219X
AK00003434	Kleist-Jahrbuch ...	0722-8899
AK00003436	TheaterZeitSchrift : TZS ; Beiträge zu Theater, Medien, Kulturpolitik	0723-1172
AK00003438	Kontexte : neue Beiträge zur historischen und systematischen Theologie	0724-6366
AK00003438	Kontexte : neue Beiträge zur historischen und systematischen Theologie	0724-6366
AK00003443	Luchterhand-Jahrbuch der Lyrik : [Textsammlung (Anthologie u.a.m.)]	0179-9150
AK00003446	Gauke's Jahrbuch	0720-2520
AK00003447	Dix-neuvième siècle : recherche, actualité culturelle, bibliographie ; bulletin de la Société des Etudes Romantiques et Dix-Neuviémistes : [Bibliographie enthalten]	0769-7635
AK00003456	Allemagne d'aujourd'hui : revue d'information et de recherche sur l'Allemagne	0002-5712
AK00003458	Sovremennaja chudožestvennaja literatura za rubežom : informacionnyi sbornik ; obzory, recenzii, annotacii	0132-1390
AK00003467	Etudes germano-africaines : revue annuelle de germanistique africaine	0850-640X
AK00003531	Materia medica Nordmark	0025-5238
AK00003533	Medizinischer Monatsspiegel : eine Zeitschr. für d. Arzt	0025-8520
AK00003534	Graphis : the international journal of design and communication	0017-3452
AK00003535	Zibaldone : Zeitschrift für italienische Kultur der Gegenwart	0930-8997
AK00003536	Oberschlesisches Jahrbuch	0930-6978
AK00003547	Frauen in der Literaturwissenschaft : Rundbrief	1430-3426
AK00003549	Niemandsland : Zeitschrift zwischen den Kulturen	0863-4637
AK00003549	Niemandsland : Zeitschrift zwischen den Kulturen	0933-3282
AK00003550	Analecta Husserliana : yearbook of phenomenological research	0167-7276
AK00003552	Antaios : Zeitschrift für eine freie Welt	0570-2771
AK00003553	Bildende Kunst	0006-2391
AK00003555	Buch der Zeit : Bücher und Zeitschriften aus der Deutschen Demokratischen Republik	0007-2761
AK00003556	Journal of European studies : literature and ideas from the Renaissance to the present	0047-2441
AK00003557	Zeitschrift für Literaturwissenschaft und Linguistik : LiLi ; eine Zeitschrift der Universität Siegen	0049-8653
AK00003558	Neue Hefte für Philosophie	0085-3917
AK00003559	Poetics : journal of empirical research on culture, the media and the arts	0048-4571
AK00003559	Poetics : journal of empirical research on culture, the media and the arts	0304-422X
AK00003560	Scheidewege : Jahresschrift für skeptisches Denken	0048-9336
AK00003561	Studium generale : Zeitschrift für interdisziplinäre Studien	0039-4149
AK00003565	Buch und Leser : Informationen des Börsenvereins des Deutschen Buchhandels	0172-1569
AK00003567	Informationsdienst Bibliothekswesen : IB	0044-1457
AK00003569	Publik : Informationen, Meinungen, Analysen und Bilder dieser Woche	0033-3956
AK00003573	Arcadia : international journal of literary culture	0003-7982
AK00003574	Komparatistische Studien	0172-9284
AK00003577	Historische Zeitschrift : HZ	0018-2613
AK00003578	[Medium <Frankfurt, Main>] Medium : Zeitschrift für Medienkritik	0025-8350
AK00003580	Oberbayerisches Archiv	0342-1686
AK00003582	Bücherei und Bildung	0007-3024
AK00003586	Dokumentation, Fachbibliothek, Werksbücherei : DFW ; Zeitschrift für technische Archive, Fachbibliotheken, Betriebs- und Volksbüchereien	0373-8817
AK00003589	DFW : Dokumentation, Information ; Zeitschrift für Allgemein- und Spezialbibliotheken, Büchereien u. Dokumentationsstellen	0373-8825
AK00003597	Kultur & Leben : die Zeitschrift für den anspruchsvollen Leser	0170-6195
AK00003599	Beiträge zur Liegnitzer Geschichte	0175-5471
AK00003602	Daphnis : Zeitschrift für mittlere deutsche Literatur und Kultur der frühen Neuzeit (1400 - 1750)	0300-693X
AK00003604	Sonderschriften der Akademie Gemeinnütziger Wissenschaften zu Erfurt	0941-1208
AK00003605	The American German review	0002-8622
AK00003607	Film, Bild, Ton : Zeitschrift für audio-visuelle Mittel in der Pädagogik	0015-1130
AK00003615	Konservativ heute	0173-5977
AK00003616	Sammlung Luchterhand	0179-9142
AK00003662	Novum : world of graphic design	0340-1987
AK00003662	Novum : world of graphic design	0302-9794
AK00003665	Der Herold : Vierteljahrsschrift für Heraldik, Genealogie und verwandte Wissenschaften	0018-0793
AK00003667	Du selbst : die Zeitschrift für den anspruchsvollen Leser	0170-6179
AK00003668	Monographien und Texte zur Nietzsche-Forschung	1862-1260
AK00003674	Sprache und Literatur : Regensburger Arbeiten zur Anglistik und Amerikanistik	0172-1178
AK00003679	Poesie : Zeitschr. für Literatur	0378-0643
AK00003680	Amsterdamer Publikationen zur Sprache und Literatur : APSL	0169-0221
AK00003692	Die deutsche Bühne : das Theatermagazin	0011-975X
AK00003695	Marginalien : Zeitschrift für Buchkunst und Bibliophilie	0025-2948
AK00003696	Literární archív : sborník Památníku Národního Písemnictví	0231-5904
AK00003696	Literární archív : sborník Památníku Národního Písemnictví	0075-9872
AK00003698	Die Feder : Monatszeitschr. für Journalisten	0014-8970
AK00003700	Literarische Hefte	0341-7077
AK00003702	Lyrische Hefte	0024-7855
AK00003703	Neue Sammlung : Vierteljahres-Zeitschrift für Erziehung und Gesellschaft	0028-3355
AK00003705	Die neue Ordnung	0932-7665
AK00003708	Österreich in Geschichte und Literatur : ÖGL ; mit Geographie	0029-8743
AK00003709	Orbis litterarum : international review of literary studies	0105-7510
AK00003709	Orbis litterarum : international review of literary studies	0030-4409
AK00003712	Pantheon : internationale Jahreszeitschrift für Kunst	0031-0999
AK00003712	Pantheon : internationale Jahreszeitschrift für Kunst	0720-0056
AK00003714	L' Ephémère	0013-9483
AK00003715	Poétique : revue de théorie et d'analyse littéraires	0032-2024
AK00003716	Philosophia naturalis : Archiv für Naturphilosophie und  die philosophischen Grenzgebiete der exakten Wissenschaften und Wissenschaftsgeschichte	0031-8027
AK00003717	Philobiblon <Stuttgart> : eine Vierteljahrsschrift für Buch- und Graphiksammler	0031-7969
AK00003718	[Poetica <München>] Poetica : Zeitschrift für Sprach- und Literaturwissenschaft	0303-4178
AK00003719	Aus Politik und Zeitgeschichte : APuZ	0479-611X
AK00003721	Il ponte : rivista di politica economia e cultura	0032-423X
AK00003722	Deutsches Pfarrerblatt : Zeitschrift für Pfarrerinnen und Pfarrer	0939-9771
AK00003723	Geist und Tat : Vierteljahresschrift für Politik u. Kultur	0344-2098
AK00003724	Psyche : Zeitschrift für Psychoanalyse und ihre Anwendungen	0033-2623
AK00003724	Psyche : Zeitschrift für Psychoanalyse und ihre Anwendungen	0941-4428
AK00003729	Les lettres françaises : spectacles, arts	0024-1393
AK00003732	Monatsschrift für Pastoraltheologie zur Vertiefung des gesamten pfarramtlichen Wirkens	0174-9870
AK00003735	Börsenblatt für den deutschen Buchhandel <Frankfurt, Main> : Frankfurt am Main und Leipzig	0940-0044
AK00003735	Börsenblatt für den deutschen Buchhandel <Frankfurt, Main> : Frankfurt am Main und Leipzig	0340-7373
AK00003739	Deutsches Ärzteblatt <Köln> : ärztliche Mitteilungen	0176-3989
AK00003739	Deutsches Ärzteblatt <Köln> : ärztliche Mitteilungen	0012-1207
AK00003740	Lit : das Literaturmagazin im Verlag Kiepenheuer & Witsch	0344-9343
AK00003741	Publications of the English Goethe Society : PEGS	0959-3683
AK00003745	Familienkundliche Nachrichten : Mitteilungen, Literatur, Rundfragen, Empfehlungen	0425-6670
AK00003748	Blätter der Rilke-Gesellschaft : [Bibliographie enthalten]	1010-3597
AK00003749	ZET : Zeichenbuch für Literatur u. Graphik	0930-0481
AK00003749	ZET : Zeichenbuch für Literatur u. Graphik	0930-049X
AK00003754	Zeitbühne	0723-1504
AK00003755	Geschichte in Wissenschaft und Unterricht : GWU ; Zeitschrift des Verbandes der Geschichtslehrer Deutschlands	0016-9056
AK00003756	Bargfelder Bote : Materialien zum Werk Arno Schmidts : [Bibliographie enthalten]	0342-8036
AK00003757	Amsterdamer Beiträge zur neueren Germanistik	0304-6257
AK00003758	Akademie-Mitteilungen	0342-7994
AK00003759	Kritische Berichte : Mitteilungen des Ulmer Vereins für Kunstwissenschaft	0340-7403
AK00003764	Wort und Wahrheit : Zeitschrift für Religion und Kultur	0043-9436
AK00003767	Einhorn : illustrierte Heimat- u. Kulturzeitschrift für Stadt u. Raum Schwäbisch Gmünd	0170-6764
AK00003770	Neohelicon : acta comparationis litterarum universarum	0324-4652
AK00003771	Wolfenbütteler Barock-Nachrichten : [Bibliographie enthalten]	0340-6318
AK00003772	Internationale Zeitschrift für Kommunikationsforschung	0340-0158
AK00003777	[Kontinent <Stuttgart>] Kontinent : Ost-West-Forum	0176-4179
AK00003778	Remstal : mit Berglen u. Welzheimer Wald ; die Heimat u. Kulturzeitschr. für d. Rems-Murr-Kreis	0170-6772
AK00003784	Libération	0335-1793
AK00003785	Die Bücherkommentare : krit. informierende Zeitung vom Buch zum Leser	0007-3016
AK00003799	Berliner illustrierte Zeitung	0177-610X
AK00003807	Jahrbuch der historischen Forschung in der Bundesrepublik Deutschland	0341-9177
AK00003808	Süddeutsche Zeitung : Münchner neueste Nachrichten aus Politik, Kultur, Wirtschaft, Sport	0174-4917
AK00003813	[Aufbau <Zürich>] Aufbau : das jüdische Magazin	0004-7813
AK00003822	[The Times <London> / Literary supplement] The times literary supplement : TLS	0307661
AK00003822	[The Times <London> / Literary supplement] The times literary supplement : TLS	0307-661X
AK00003822	[The Times <London> / Literary supplement] The times literary supplement : TLS	0040-7895
AK00003827	[Forum <Berlin, Ost>] Forum : Zeitschr. d. demokrat. Studenten Deutschlands ; Organ d. Zentralrats d. FDJ für d. deutschen Studenten	0015-8313
AK00003836	Duitse kroniek : DK ; tweemaadelijksorgan van de Coordinatie Commissie voor Culturele Betrekkingen met Duitsland	0012-7051
AK00003841	Geroldsecker Land : Jahrbuch einer Landschaft	1614-1407
AK00003871	Strahovská Knihovna : sborník Památníku Národního Písemnictví	0081-5896
AK00003873	Dichten und trachten : Jahresschau d. Suhrkamp-Verlages	0173-2218
AK00003875	Voprosy literatury : žurnal kritiki i literaturovedenija	0042-8795
AK00003880	Az Országos Széchényi Könyvtár évkönyve	0524-8868
AK00003886	Revue de théologie et de philosophie	0035-1784
AK00003906	[Fritz-Thyssen-Stiftung] Jahresbericht	0930-4592
AK00003909	Brettener Jahrbuch für Kultur und Geschichte	0520-9382
AK00003910	Bibliographie illustrierte Bücher der Deutschen Demokratischen Republik : [Bibliographie]	0232-5616
AK00003916	Allgemeine Zeitschrift für Philosophie : AZP	0340-7969
AK00003928	Das neue Tage-Buch	0765-6580
AK00003940	Wolfenbütteler Notizen zur Buchgeschichte	0341-2253
AK00003941	Tübinger Texte	0341-4396
AK00003942	Exempla : Literaturzeitschrift	0343-9208
AK00003951	Wolfenbütteler Bibliotheks-Informationen	0931-4032
AK00003955	Communications : the European journal of communication	0341-2059
AK00003956	Schule und Museum : Museum in Unterricht u. Wissenschaft	0341-7603
AK00003964	Kritik : Rezensionen zur DDR-Literatur	0232-6183
AK00003972	World literature today : a literary quarterly of the University of Oklahoma	0196-3570
AK00003984	Educational theatre journal : ETJ	0013-1989
AK00003988	Karlsruher Almanach für Literatur : [Textsammlung (Anthologie u.a.m.)]	0171-1849
AK00003989	Literatur-Werkstatt	0170-3870
AK00003990	Wolfenbütteler Renaissance-Mitteilungen	0342-4340
AK00004006	Siope : Zeitschr. für Literatur u. Kunst	0343-7094
AK00004010	Lit : Literaturmagazin für Kunden des Buchhandels	0344-9335
AK00004026	Carl Zuckmayer : ein Jahrbuch	0172-1968
AK00004030	Typografische Monatsblätter, Schweizer grafische Mitteilungen : TM	0041-4840
AK00004033	Mitteilungen aus der Deutschen Bibliothek : Jahrbuch für finn.-dt. Literaturbeziehungen	0781-3619
AK00004033	Mitteilungen aus der Deutschen Bibliothek : Jahrbuch für finn.-dt. Literaturbeziehungen	0355-4546
AK00004034	Die Schiefertafel : Mitteilungen zur Vorbereitung einer Bibliographie alter deutscher Kinderbücher	0344-984X
