id	display	zdb
AK01004659	[Arovell / Arovell-Kulturzeitschrift] Arovell : Musik & Literatur & Kunst ; Quartalszeitschrift	2427286-3
AK01004821	Wallishausser'sche Sammlung deutscher Bühnenwerke	3119312-2
AK01005101	Publizist : Eigensinn verpflichtet! : [Weblog]	2566358-6
AK01005113	Wrangelstraße : Blogroman aus Berlin Kreuzberg : [Weblog]	2555394-X
AK01005117	Lürick : [Weblog]	2555351-3
AK01005144	"Autorengemeinschaft ""Fensterblick"" : Infos für Autoren, Termine, Bücher, Texte, Lyrik, Prosa, gegenseitige Hilfe : [Weblog]"	2857337-7
AK01005153	Drei : [Weblog]	2566322-7
AK01005159	Prosa/Gedichte : [Weblog]	2560482-X
AK01006133	ESS-KuLtur : Essener Schriften zur Sprach-, Kultur- und Literaturwissenschaft	2514849-7
AK01006617	Randnummer : Literaturheft	2523520-5
AK01006640	Feuchtwanger studies	2512602-7
AK01006664	Richard-Strauss-Jahrbuch	2531735-0
AK01006707	L' évolution de l'humanité : synthèse collective	844834-6
AK01006802	Deutscher Jugendkalender : mit Geschichten und Liedern	535505-9
AK01006806	Blätter aus Salzburg für Erziehung und Unterricht	2667939-5
AK01006837	Die Rudolfinischen Drucke	1183419-5
AK01007191	Catalogo	2478930-6
AK01007234	In Formation ... : [Weblog]	2555143-7
AK01007238	Text! Donna schreibt ... : [Weblog]	2566364-1
AK01007244	Worte an sich sind nichts : [Weblog]	2566370-7
AK01007312	Colecção Acta	2506234-7
AK01007480	Antiquariatskatalog : [Antiquariats-, Auktionskatalog]	1374356-9
AK01007656	Bibliografia germanica : rassegna mensile : [Bibliographie enthalten]	1226751-x
AK01007829	Socialpolitische Rundschau : Monatsschrift für die Geschichte und Kritik der socialen Bewegung	986159-2
AK01007904	Schweizerisches reformiertes Volksblatt : Zeitschrift für unabhängiges protestantisches Denken	551519-1
AK01008062	Saxa. - *Reihe C*Beiträge zur Translationswissenschaft	2218041-2
AK01008093	Dessauer Kulturspiegel	999557-2
AK01008207	The courier	2565181-X
AK01008260	Cahiers de l'Association Française des Amis d'Albert Schweitzer	302570-6
AK01008274	Memorie dell'Istituto Lombardo, Accademia di Scienze e Lettere, Classe di Scienze Matematiche e Naturali	802297-5
AK01008304	Die Bugra : Leipzig 1914 ; Mitteilungen von der Internationalen Ausstellung für Buchgewerbe und Graphik	571685-8
AK01008463	Nidos s¸asiuviniai = Niddener Hefte	2300262-1
AK01008611	Trifolium : Vermischtes	2140218-8
AK01008615	Wie und was : aus dem Schrifttum der Zeitgenossen	2061196-1
AK01009069	Weltphilosophien im Gespräch	2520772-6
AK01009096	Quaestiones disputatae	846473-x
AK01009235	Literatur	2446668-2
AK01009496	Hermès : recherches sur l'expérience spirituelle	214297-1
AK01009506	Netzwerk Nietzsche : Blätter für Philosophie und Kultur	1359749-8
AK01009519	[Die Tageszeitung <Berlin>] Die Tageszeitung : taz	1089762-8
AK01009525	Das Gespräch aus der Ferne : Vierteljahreshefte zu wesentlichen Lebensfragen unserer Zeit	974911-1
AK01009535	Jubiläumsgabe der Baumbach-Gemeinde Meiningen	562584-1
AK01009545	Boletins da Faculdade de Filosofia, Ciências e Letras	756469-7
AK01009547	Zettelwirtschaft : Magazin für Off-Literatur und Slam Poetry	2723123-9
AK01009659	Klassizistisch-romantische Kunst(t)räume : Imaginationen im Europa des 19. Jahrhunderts und ihr Beitrag zur kulturellen Identitätsfindung	2517900-7
AK01009874	Revisited	2506993-7
AK01010299	Faksimileausgaben literarischer Seltenheiten	540266-9
AK01010333	Nombre propio	2512751-2
AK01010478	Folia Germanica	1448739-1
AK01010554	Liebesspende für die Kinderheilanstalt zu Dresden, in Beiträgen von Dresdner Schriftstellern und Künstlern : [Textsammlung (Anthologie u.a.m.)]	561135-0
AK01010572	Veröffentlichungen aus den Beständen der Universitätsbibliothek Bonn	255844-0
AK01010628	Die Lichtung : Braunschweiger Blätter für Literatur und Kunst	2531702-7
AK01010641	Das Schweizer Magazin	525783-9
AK01010647	Mitteilungen aus dem Albert-Schweitzer-Kinderdorf	1301296-4
AK01010735	Frommanns philosophische Taschenbücher. - 1. Gruppe, Kämpfer	1037459-0
AK01011018	Sitzungsberichte der Deutschen Akademie der Wissenschaften zu Berlin, Klasse für Philosophie, Geschichte, Staats-, Rechts- und Wirtschaftswissenschaften	211652-2
AK01011658	Der Einzige : Jahrbuch der Max-Stirner-Gesellschaft	2431196-0
AK01011662	Plattdeutsch im Buchhandel : PIB ; Verzeichnis der im Buchhandel greifbaren Schriften und Schallplatten : [Bibliographie]	558212-x
AK01011668	Oldenburger Jahrbuch : Geschichte, Archäologie, Naturkunde : [Bibliographie enthalten]	217796-1
AK01011752	Vergammelte Schriften : Zeitschrift für Social Beat & Underground-Literatur aus l.e.	2308714-6
AK01012075	Skripten Literatur + Sprache + Didaktik	190135-7
AK01012104	Almanacco dello specchio	184217-1
AK01012204	Schriften der Universität Heidelberg	977564-x
AK01012401	Paragrafen	131145-1
AK01012788	Aletheia	1068048-2
AK01012793	"Alföld : irodalmi és m""uvel""odési folyóirat"	269029-9
AK01012937	Archiv für Rechts- und Sozialphilosophie : ARSP	496-0
AK01012991	L' Arche	966004-5
AK01013024	Věsy : naučno-literaturnyj i kritiko- bibliografičeskij ežemesjačnik	339139-5
AK01013041	Österreichischer Novellen-Almanach	91831-3
AK01013218	Cahiers GLM : [Textsammlung (Anthologie u.a.m.)]	951535-5
AK01013256	Ordentliche wochentliche Franckfurter Frag- und Anzeigungs-Nachrichten	983613-5
AK01013299	Fest-Aufführungen ... im Stadttheater zu Düsseldorf : [Programmheft]	2364569-6
AK01013319	Almanach fürs Lustspiel	804622-0
AK01013618	Studien zur deutschen Kunstgeschichte	506994-4
AK01013930	Diogène : revue trimestrielle	1715-2
AK01013938	Acta Iutlandica	443945-4
AK01013940	[Acta Iutlandica / Humanistisk serie] Acta Iutlandica	443946-6
AK01013944	Internationale Untersuchungen zur Kinder- und Jugendliteratur	503369-x
AK01013946	Arbeiten zur Aesthetik, Didaktik, Literatur- und Sprachwissenschaft	518168-9
AK01014064	L' esprit nouveau : revue internationale d'esthétique	281951-x
AK01014080	L' éternelle revue	626288-0
AK01014089	Les études philosophiques : EP ; revue trimestrielle	216554-5
AK01014103	Études slaves et est-européennes : revue universitaire	216562-4
AK01014168	Exils : revue semestrielle de poésie internationale : [Textsammlung (Anthologie u.a.m.)]	2565392-1
AK01014262	The fifties : a magazine of poetry and general opinion	2112873-X
AK01014265	Fiinţa româneasc€a : revist€a de cultur€a	426117-3
AK01014439	Gesellschaft, Staat, Erziehung : Blätter für politische Bildung und Erziehung	124653-7
AK01014450	Grani : mežkontinental'nyj russkij literaturnyj žurnal	217065-6
AK01014505	Vestdijk-jaarboek	1357797-9
AK01014674	Hvedekorn : tidsskrift for litteratur og grafik	41397-5
AK01014742	Junost' : literaturnyj, kul'turno-prosvetitel'skij žurnal	339047-0
AK01014776	Kontakte : Berichte zum Zeitgeschehen ; deutsch-jüdische Zeitschrift	404398-4
AK01014794	L' VII : revue trimestrielle de poésies et de proses originales	1436051-2
AK01014801	Les lettres nouvelles	214911-4
AK01014878	La linguistique : revue de la Société Internationale de la Linguistique Fonctionnelle	3384-4
AK01014977	Jugend-Album : Festgabe zur angenehmen und lehrreichen Unterhaltung im häuslichen Kreise ; mit ... Vollbildern in Schwarz- und Farbendruck und zahlreichen Textillustrationen : [Textsammlung (Anthologie u.a.m.)]	1075240-7
AK01015014	Kulturpreis Deutsche Sprache : Ansprachen und Reden : [Vortrag, Rede]	2089578-1
AK01015054	Werkstattdrucke : [Pressendruck]	2987855-X
AK01015069	Mana : eesti kultuuri ja kirjanduse ajakiri	339766-x
AK01015146	Vestnik Russkogo Christianskogo Dviženija	780595-0
AK01015153	Mesures : cahiers trimestriels	207752-8
AK01015162	Die Metamorphose	1133929-9
AK01015167	Moderner Buch-Club : Mitteilungen für die Freunde des Modernen Buch-Clubs	978844-x
AK01015178	Môl¯ad : yaṛhôn medînî we-sifrûtî	301130-6
AK01015206	Enzyklopädie 2000 : die aktuelle farbige Lexikonzeitschrift	2211426-9
AK01015225	Grundlagen der Romanistik	121394-5
AK01015460	La nouvelle nouvelle revue française	205330-5
AK01015492	[La nouvelle nouvelle revue française / Supplément] La nouvelle nouvelle revue française	162476-3
AK01015533	Novyj mir : ežemesjačnyj žurnal chudožestvennoj literatury i obščestvennoj mysli	207865-x
AK01015535	Okno : literaturnyj sbornik	641408-4
AK01015539	Opyty : literaturnyj žurnal	400720-7
AK01015553	Tübinger Universitätsschriften	980637-4
AK01015557	Vorträge und Schriften	242614-6
AK01015561	Poesia nuova : rassegna della poesia italiana d'oggi	400892-3
AK01015563	The bridge : revue d'art et de littérature	441508-5
AK01015574	Questo e altro : rivista di letteratura	805057-0
AK01015580	Regains : revue de poésie	2636672-1
AK01015583	Rassegna sovietica : rivista bimestrale di cultura	346688-7
AK01015587	Revue de métaphysique et de morale	205298-2
AK01015596	Rodnaja zemlja	2264360-6
AK01015598	Russkij sbornik	404540-3
AK01015605	Rundgespräch über Wirklichkeit und Wandel der Schule und die Erziehungsaufgaben unserer Zeit : Mitteilungs- und Diskussionsblatt der hessischen Lehrerschaft	205866-2
AK01015704	Septemvri : Organ na S€ajuza na B€algarskite Pisateli ; mesečno spisanie za chudožestvena literatura, kritika i obštestveni v€aprosi	954345-4
AK01015738	Texas quarterly	219909-9
AK01015771	Tomis : revist€a de cultur€a	350037-8
AK01015784	Twórczość : miesięcznik literacko-krytyczny	280964-3
AK01015795	Új írás : irodalmi, mʺuvészeti és kritikai folyóirat	128631-6
AK01015811	Il verri : rivista	5449-5
AK01015824	Vigile	200419-7
AK01015838	La voix des poètes	1498207-9
AK01015843	The Washington square review	2636093-7
AK01015856	Works	1299582-4
AK01015890	[Bibliographical services throughout the world / Mehrjahresausgabe] [Mehrjahresausgabe] : [Bibliographie]	134211-3
AK01015961	Taschenbuch zum geselligen Vergnügen	890897-7
AK01015985	Aurora : Taschenbuch für das Jahr ...	131261-3
AK01016063	Znamja : znamia ; vremennik literatury i politiki	2531134-7
AK01016130	Almanach Klubu Čtenářů	269092-5
AK01016139	Chantier du temps : carnets de poésie et de critique	2636085-8
AK01016162	David : Blätter der studentischen Linken	1228594-8
AK01016165	Embryo : a literary quarterly	2636087-1
AK01016183	The Jewish quarterly : JQ	421714-7
AK01016187	[Jungenwacht <Wuppertal-Barmen>] Jungenwacht : ein Blatt evangelischer Jugend	749434-8
AK01016200	Trianon : Schülerzeitung der Elisabeth-v.-Thüringen-Schule	2636091-3
AK01016221	New statesman : the week-end review	204785-8
AK01016231	Russkaja mysl'	995429-6
AK01016246	Republika : časopis za književnost	400820-0
AK01016370	Otto Janke's Deutsche Wochenschrift : Monatsausg	568029-3
AK01016469	Taschenbuch für deutsche Literaturgeschichte	1272386-1
AK01016882	Bibliographie des Bibliotheks- und Buchwesens : [Bibliographie]	213131-6
AK01016885	Internationale Bibliographie des Buch- und Bibliothekswesens : mit besonderer Berücksichtigung der Bibliographie : [Bibliographie]	213152-3
AK01016918	Allgemeines Bücher-Lexikon oder vollständiges alphabetisches Verzeichnis aller ... erschienenen Bücher, welche in Deutschland und in den durch Sprache und Literatur damit verwandten Ländern gedruckt worden sind : [Bibliographie]	716866-4
AK01016930	Allgemeines Repertorium der Literatur : [Bibliographie]	556736-1
AK01016934	Hinrichs' Bücher-Catalog : [Bibliographie]	391593-1
AK01016936	Hinrichs' fünfjähriger Bücher-Catalog : Verzeichnis der in der 2.Hälfte d. 19.Jahrh. im deutschen Buchhandel erschienenen Bücher u. Landkarten : [Bibliographie]	391594-3
AK01016937	Hinrichs' fünfjähriger Katalog der im deutschen Buchhandel erschienenen Bücher, Zeitschriften, Landkarten etc. : [Bibliographie]	391595-5
AK01016938	Hinrichs' Halbjahrs-Katalog  der im deutschen Buchhandel erschienenen Bücher, Zeitschriften, Landkarten usw. : [Bibliographie]	202214-x
AK01016939	Verzeichnis der im deutschen Buchhandel neu erschienenen und neu aufgelegten Bücher, Landkarten, Zeitschriften etc. : [Bibliographie]	134138-8
AK01016941	Verzeichniß der neu erschienenen und neu aufgelegten Bücher, Landkarten und Zeitschriften &c. : [Bibliographie]	220002-8
AK01016942	Verzeichniß der Bücher, Landkarten &c., welche vom ... bis ... neu erschienen oder neu aufgelegt worden sind : mit Angabe der Seitenzahl, der Verleger, der Preise, literarischen Nachweisungen und einer wissenschaftlichen Übersicht : [Bibliographie]	220001-6
AK01016947	Schlagwort-Katalog : Verzeichnis der Bücher und Landkarten in sachlicher Anordnung	146448-6
AK01016948	Karl Georgs Schlagwort-Katalog : Verzeichnis der Bücher und Landkarten in sachlicher Anordnung : [Bibliographie]	564574-8
AK01017130	Halbjahrsverzeichnis der Neuerscheinungen des deutschen Buchhandels : mit Voranzeigen, Verlags- und Preisänderungen, Stich- und Schlagwortreg. : [Bibliographie]	214009-3
AK01017136	[Deutsches Bücherverzeichnis / Verlags- und Firmenänderungen im deutschen Buchhandel] Verlags- und Firmenänderungen im deutschen Buchhandel : Verzeichnis d. in Deutschland, Österreich, d. Schweiz u. im übrigen Ausland hrsg. deutsch-sprachigen Verl. Schriften sowie der wichtigsten Veröff. außerhalb des Buchhandels	134086-4
AK01017143	Schweizer Zeitschriftenverzeichnis : [Bibliographie]	554615-1
AK01017173	Deutsches Haus bulletin : exhibition of recent German books, current periodicals and newspapers	575166-4
AK01017184	Leipziger Bücherkatalog : alphabet. Grundkatalog, Sammlungen u. Schriftenreihen, Titel-Stichwort-Reg. : [Bibliographie]	121329-5
AK01017188	DDR-Gesamtkatalog : [Bibliographie]	93917-1
AK01017189	[Deutsche Bibliographie / B] Deutsche Bibliographie : [Bibliographie]	936-2
AK01017191	Livres disponibles : la liste exhaustive des ouvrages disponibles publ. en langue française dans le monde ; la liste des éditeurs et la liste des collections de langue française : [Bibliographie]	715843-9
AK01017192	Bayerische Bibliographie : [Bibliographie]	933-7
AK01017193	Gesamtverzeichnis deutschsprachiger Zeitschriften und Serien in Bibliotheken der Bundesrepublik Deutschland einschließlich Berlin (West) : GDZS ; Titel vor 1971 mit Besitznachweisen : [Bibliographie]	131807-x
AK01017194	Gesamtverzeichnis der Zeitschriften und Serien in Bibliotheken der Bundesrepublik Deutschland einschl. Berlin (West) : GZS ; neue u. geänd. Titel seit 1971 mit Besitznachweisen : [Bibliographie]	7022-1
AK01017417	La filosofia e il suo passato	2285343-1
AK01017419	Der Aufstieg : neue Zeit- und Streitschriften	539786-8
AK01017422	Verzeichnis deutscher wissenschaftlicher Zeitschriften : (VDWZ) : [Bibliographie]	130472-0
AK01017424	Grimmelshausen-Archiv	553264-4
AK01017427	[Gesamtinhaltsverzeichnis der wissenschaftlichen Zeitschriften der Universitäten und Hochschulen der Deutschen Demokratischen Republik / Fünfjahresverzeichnis] Gesamtinhaltsverzeichnis der wissenschaftlichen Zeitschriften der Universitäten und Hochschulen der Deutschen Demokratischen Republik : [Bibliographie]	501766-x
AK01017447	Grazer Zeitschriftenverzeichnis : GZV : [Bibliographie]	552907-4
AK01017463	Zeitschriften-Verzeichnis	558480-2
AK01017476	Catalogue des revues culturelles : [Bibliographie]	1098935-3
AK01017477	Klingspor-Kalender : für das Jahr ...	558112-6
AK01017482	Das Jahr ... im bunten Kleid der Klingspor-Schriften	558626-4
AK01017492	Zeitschriftenverzeichnis Philosophie : Bestand d. Zeitschr. u. Serien d. Sondersammelgebietes Philosophie : [Bibliographie]	722957-4
AK01017506	Jahresverzeichnis der an den deutschen Schulanstalten erschienenen Abhandlungen	219089-8
AK01017510	Jahresverzeichnis der an den deutschen Universitäten erschienenen Schriften : [Bibliographie]	502345-2
AK01017511	Jahresverzeichnis der an den deutschen Universitäten und Technischen Hochschulen erschienenen Schriften : [Bibliographie]	502346-4
AK01017513	Jahres-Verzeichnis der an den deutschen Universitäten und Hochschulen erschienenen Schriften : [Bibliographie]	6407-5
AK01017514	"Jahresverzeichnis der deutschen Hochschulschriften : Zusammenfassung der in d. ""Deutschen Nationalbibliographie"" erschienenen Titel von Dissertationen, Hab.-Schriften, Rektoratsreden u. sonstigen akad. Veröff. : [Bibliographie]"	2799-6
AK01017515	Jahresverzeichnis der Hochschulschriften der DDR, der BRD und Westberlins : [Bibliographie]	124972-1
AK01017516	Gesamtverzeichnis deutschsprachiger Hochschulschriften : GVH : [Bibliographie]	998531-1
AK01017521	Die Dissertationen der Eidgenössischen Technischen Hochschule in Zürich : eine systemat. Bibliogr : [Bibliographie]	504542-3
AK01017526	Gesamtverzeichnis österreichischer Dissertationen : [Bibliographie]	2201-9
AK01017531	[Kurzauszüge österreichischer Dissertationen / Geistes- und Sozialwissenschaften] Geistes- und Sozialwissenschaften = Humanities, social sciences = Lettres, sciences sociales	517996-8
AK01017543	Verzeichnis über die seit dem Jahre 1872 an der Philosophischen Fakultät der Universität in Wien eingereichten und approbierten Dissertationen : [Bibliographie]	798622-1
AK01017544	Verzeichnis der an der Universität Wien approbierten Dissertationen : [Bibliographie]	202216-3
AK01017547	Dissertationen-Verzeichnis der Universität Graz : [Bibliographie]	6155-4
AK01017557	Mitteilungen des Vereins für Geschichte und Altertumskunde zu Bad Homburg vor der Höhe	502511-4
AK01017565	[Deutscher Gesamtkatalog / Neue Titel / Sonderband] Deutscher Gesamtkatalog : [Bibliographie]	204435-3
AK01017580	Irregular serials + annuals : an international directory ; a classified guide to current foreign and domestic serials, excepting periodicals issued more frequently than once a year : [Bibliographie]	206940-4
AK01017582	Union list of serials in libraries of the United States and Canada : [Bibliographie]	968748-8
AK01017585	Bibliographia anastatica : a bimonthly bibliography of photomechanical reprints : [Bibliographie]	213117-1
AK01017587	Bulletin of reprints : [Bibliographie]	125081-4
